Protein	Individual_Vital_28_1	Individual_Vital_29_1	Individual_Vital_30_1	Individual_Vital_31_1	Individual_Vital_32_1	Northstar_QC_P1_1	Northstar_QC_P1_2	Northstar_QC_P2_1	Northstar_QC_P2_2	Vital_QC_P1_1	Vital_QC_P1_2	Vital_QC_P2_1	Vital_QC_P2_2
P62753	2624117.249999978	2771629.1006726865	3564907.077095298	708980.3829868014		2939113.7721323897	3238659.0000000834	1375416.8266731456	3162561.570289744	2958447.3843923104	3323806.666486347	1567867.9023980526	3470234.225128014
P62805	381170.40330493695	619508.3996034298	1616719.4789263676		322059.78798106394	589772.3522318649	414896.99652585154	415000.5768434447	552607.190265437	11026270.226060212	12246132.780381769	9968160.307976175	12483663.957929078
P62820	1748624.8750000526	1917959.2500000182	1614745.375000006	2351592.2499999297	1437970.3750000023	2005270.3749999453		2557149.4999999977	3662344.5000000275	1830611.4999999672	1792996.3749999944		2693431.2500000023
P62826	553478.8125000077	912653.6874999688				625624.8124999818			423218.3125000076	724322.8124999843	852200.4374999917		
P62829	502784.3539408918	290061.3240314302	645759.0000985966	177181.38837271373		216462.37844925997	308322.78463462956	259782.66637077442	338106.24804817943	366956.82793676795	740931.9487133566		416710.60954436974
P62834	1088637.0000000054	1653756.50000002	1244843.4999999893	1689574.1250000193	693175.6250000165	1369028.1250000312				1967905.3749999988	1010127.3750000028	818367.499999975	413745.5311999966
P62841	889322.7560661301	731447.7166459411	986951.0109626788	278534.91825993516		603720.2718751386	561895.2602100245			584558.5329778357	1011902.9030814524		
P62851	3045893.985871124	3194576.579547122	4601561.029888179	1544921.6258496807		3517821.927284447	2619869.1580063645			4165510.1763726077	4421324.98799488	3299115.233214533	3545983.979380043
P62857	2810864.1800396084	2633439.026001022	3255648.6780161364	1323555.6899180852		2614179.398382168	3232665.535458737	1838303.6561835099	2293787.019785203	3905826.180179871	3525323.758402469	2323170.004981776	2771643.3783709947
P62861	3271750.7499999646	3404582.4999999343	5100558.00000004	1626891.24999999		3230474.500000071		3699675.2500000214	3932312.499999877	4209853.50000005	3579542.00000007	5154760.5	4791771.000000095
P62888	720098.2499999752	595819.6250000012	621697.3749999962							615255.0624999946	717324.5624999854		369737.2812000052
P62906	883158.8021045198	841350.9061311573	1124244.8750000298	352326.57271535276	159414.9219000008	693656.1912675315	307391.954188165	230952.6155989443	628132.6434050525	1108788.7205271898	1366838.125000003	555039.5713752195	958869.5171051194
P62910	892435.3949403311	1211403.1825188845	1147878.1917694588			789093.042334953			701892.0414619477	1163336.0420486112	1088970.436270498		480428.45219475485
P62917	284177.5692188101	582664.0906377403	698973.4899187301	137338.0124418421	132881.6409216911	674625.6790151339	578776.9294770272	300539.80727680237	397226.52396012004	643548.5982547918	868679.5086281187	357295.4001215127	826835.243007529
P62937	9403149.000000015	15797180.275720032	10347491.971379567	11551052.93226851	3741401.5760002416	8902736.00000007	3292152.2841107943	7522138.466991321	8529759.45178092	11846118.046423448	10033639.62403759	6427548.992508308	9361033.900033701
P62942	1574588.4417887684	1939113.2217036227	1306591.5030928832	1966554.9102152714	1173272.521481442	1595189.6019714782	1616041.957150842	1437708.130426949	1310709.8626104523	1752249.2503743398	2307711.294369259	1624057.036851007	1193518.3466996718
P63104	2037892.9763399109	2133188.7476219456	1084488.8502347544	1529764.330650092	626804.3061588851	1439719.5302982402	1601866.987577934	1476680.11477919	2203933.9317971435	1224356.740131101	2470265.4287948436	1911199.134597919	1487725.9185766743
P63173	742854.2308497512	667940.374086603	1452822.625000027			648767.3776075196			825278.9250959897	1420181.2993428789	1173005.7500000214	757632.0346637053	952529.0625000085
P63244	1432952.1798187653	1155807.4604401966	1885934.812305543	570761.8077084543	314148.43744785176	1193602.3335974491	1012254.8306517368	566987.3230842311	948538.8700504807	1856861.494695119	1913236.3543169568	909500.832007831	1550627.7825198122
P67809				320013.09380000964		308017.218800003	710300.1250000026		483036.5938000024	512840.93750000605	660091.1874999802	661241.8750000078	513569.99999998545
P67936		64782.07972908281	95177.27725600745			58177.90453817008				159693.4473506079	177108.3415827669	101754.70157710402	87897.22277027306
P68371		320372.9375000103		189491.2656000021		359687.0624999939	376833.9688000107				429360.843799987	399650.4687999897	
P68402	1344042.5000000165	1524554.625000034	2221436.749999989	834247.4374999962	404391.7188000094				1358167.1249999767	1912185.1249999637	1731935.4999999688		2141409.49999996
P68871		27128966.000000853	20091213.999999717	1035836.4999999898							356435.1561999905		
P69905		12614421.227274632	7989023.625652653	573989.43907819								190414.88181075582	211722.29385196028
P78371			178468.21880000574							185122.60939999798	317704.59380000836		
P80748	1409513.1250000347			2405110.9999999874					3818740.2499998994	684956.3124999774	1732684.250000009	2888985.500000017	1619643.624999945
P83731	1462868.9624105946	1513101.583819885	2138798.3334314297	586472.2003221568		1368045.80535492	815166.3690776995	879951.5253285668	1109046.6866237589	1910952.7627427552	2101736.364489278	1750811.0608865148	1318842.4253543145
P84085	382109.61305960536		420673.88990503136			738461.3031038666				493313.09543465084	444402.2600863037		351370.6920042347
P84098	1018658.0066715709	1150697.0502393348	1413436.6753351875	285978.43651986186		1191033.802929728	319626.7665577393		342091.9454079708	1401575.8088069942	1568269.3749999516	268168.3125000065	881253.1261875945
Q00169		586537.032745174	547002.2252122532	519169.02835255506	230340.05892269436	413200.15616660006				343951.028691775	408126.9061576197		285351.76708512683
Q00688		311788.9159456148	245709.36190086987						154161.296256002	370158.6674904626	243792.01556875074		231291.1841890085
Q01459	1419810.8191758995	1224396.636731147	961177.4929314908	1485309.033352764	894088.5057801228	1338589.0623218704	706690.7324571414	1216810.7336577624	981374.3473351118	819707.8195127293	964151.4886161343		562561.0054007821
Q02543	2276588.7500000247	1941547.9999999516	3131154.0000000503	417233.2811999974		1943503.1250000235				2692549.250000077	2708526.9999999576		
Q02790	1515180.5965215478	932217.2491513244	1225033.28088604	849798.3414062563		660973.8106925256	413823.6030793413	444629.5072724668	771913.2521014407	1615320.5853711353	1527619.133400963	631632.2948042583	1350245.310441457
Q02818	2184760.700181641	1736429.7938503036	1798987.7369673525	3614045.2217375343	900854.1475994148	1835979.1701135773	718616.5392179857	1144329.569737601	1680475.1773322278	1245481.1616609823	1179999.496646064	708263.1931218891	1192816.9321413354
Q02878	418932.6858171134	452712.6363883403	662976.8036240254	129299.46532319183		443194.9996204872	199501.98522364837	352423.7079542581	522693.5803280482	575838.6229072284	610287.9374511562	262137.9293964775	711490.8596969639
Q04446		273157.9687999976							206040.78119999857	192161.7812000014	300706.0311999954		290651.21880000306
Q04917	638479.5722703402	694317.8750000056	576210.6801685201	679998.6249999998		711689.3750000204	1006571.2590779291		875176.5192665405	770324.360420422	844582.6249999928	317078.0015908703	423846.01524565317
Q05315											795140.2268474867	754313.5067086034	833349.00626224
Q06323	334386.04389102926	272804.1227258602	319102.4095974315	157530.65815860944		194478.6200006875		122588.07772333319	251130.5404043353	332456.3379385321	368165.6738451567		600635.0428759347
Q06830	1355256.804670084	1088387.6343303581	1582518.211415935	779598.040196796	360185.4801526873	1163670.5000000116	648895.6181370482	343127.5964656152	771629.0357564184	1279347.9113294496	1541723.5162950803	921485.5942376149	1230440.7409330963
Q07065		123900.60351949757	221607.68197402512						109854.46810209691	206229.2768650053	185217.64606585796	160508.33118203102	120181.78871073619
Q08380	7797224.03148297	4905236.751062837	3788275.750000073	6023964.004714802	7039357.581572043	5660788.020377244	2927702.059663582	5236752.253663349	5160345.643481411	5550559.605536363	5845300.366274529	3259623.943208515	5665972.634526588
Q10471	726304.2524106064	660692.4375000035		987609.6249999832	964459.6948015133	510052.62949082017		521326.4903746614		681592.3124999978	509107.44093986903	578515.028989239	484834.11418627476
Q13113		211004.62499999927	213495.43749999462			394475.87500000413	312855.4375000043		539917.1249999827	261269.49999999575	208567.53119999557	267543.7188000066	281421.8125000076
Q13162	1038855.3199285868	640687.5625930771	1242530.4172239113	473903.25832425756		755583.4282640861	452831.5630751045	637056.4872906097	1271895.577954082	1144389.492699746	1147769.8818761087	996748.2500000078	1187361.081586662
Q13200	108799.99300746528		151508.40217435695							144622.1815774755	175628.87835435133		37105.676287369555
Q13217	447881.26495680213	238117.47200273865	487282.32852509426	311955.4432584026	235498.28178172393	332253.1182967417			412355.7169995158	586240.084254931	390915.08787787013	275255.164705233	516761.2586450193
Q13232	315950.7578551726	262770.006495718			360524.69567600475	284426.88402293704				273899.2129661493	242290.17495092098	322316.35490412393	308182.806554453
Q13283	289786.95743784367	284068.5907988978	382949.29334138683			192480.7826040475				464823.5612376366	370980.60069936654		311620.5504650555
Q13347	186044.58203803052	258226.9881606987	213796.1207277052	56126.04137194525		233259.60080892002	90545.16741447472		210538.27652771186	280335.020477324	372616.7593956121		325911.4580274162
Q13410	10021614.519634185	15396097.377360726	11697661.43935975	13714347.690444384	8280754.886807923	15802929.70203457	9697909.636551434	16890904.76639277	19473441.891211282	11862034.051902525	10808260.583222665	11934872.756688835	12805643.99341042
Q13491-4		173974.29689999757	93708.14844000254	228783.3594000051	94893.92187999949					114621.43750000355	136900.20310000045		112749.0156000008
Q13630	1615373.2297398297	2370548.7709218194	1527676.1242023772	1633710.0137753985	449511.02363555937	2037125.4328428293	1309327.173489142	248736.58339721893	652447.8396947633	1675893.9305607595	2006832.2526336059	617690.3246016408	750579.4452874815
Q13867										3258785.750000008			1264749.0000000144
Q14019										361213.27045069006	555285.1556131145		292688.06593955855
Q14118	587009.9253474782	499812.24839064135	397429.93750000326	516940.66415062646	502695.72553938976	612486.9375000091	245896.06876013678	182291.96003522316	379233.7977328205	535929.9436427221	389696.93749999633	177703.778268564	355857.28935076535
Q14204	441903.80475276464	218389.33698991075	441784.8298062003	155517.41687015863		199844.87518730108	93417.87306829654	142906.28771287794	209462.47811692883	438548.1636371213	396255.1006233567	278066.0975423134	311884.8998160511
Q14210	2414623.7500000317	554721.0000000104	1793761.0000000333	722346.0625000136	1584901.9999999544	552053.7499999829	763502.1874999994		732264.9374999878	1838521.2500000466	1743201.6250000175	163660.82810000188	1851256.7499999488
Q14376	177620.14016514452	265586.52971565514	321355.8801431825	134584.20081662398		244759.54814005658			286787.8573426004	288239.29611451103	188349.47588449466		241386.67957757707
Q14512	1392389.1882419458	415935.7125817704	526692.3360363771	681675.0886627926	260742.692103197	2888246.1383171147	2647698.980417431	2502602.7010329	3296658.5181408194	368632.19203459745	358811.55868187995		229469.95268464735
Q14692	14072884.999999616		25357459.99999979	13781891.999999516	12914267.000000095		10361399.999999959	17534013.999999754	12730541.999999847			13786445.999999627	8407529.999999957
Q14764	603932.6614568317	323442.3144210831	314059.6362019301			249264.59017463995	253267.819905391		194593.66054287946	542604.2704613792	489972.831414582	182520.0745924249	301269.89560000034
Q14974	39036.292422435385	203953.18301428034	582058.8166186251	156435.5486009091		187972.05779332493			174366.77397124664	370686.7580296991	362983.9159841825	374794.96768456587	396684.19508743915
Q15018										309229.53120000096	118028.89060000294		
Q15102		1319638.5000000303	1269042.249999976	744380.5624999815		955956.3749999782					1387954.0000000093		
Q15125	2027872.8750000584	1300970.7500000305	2443098.0000000084						1307430.5000000058	2477025.000000076	1957232.2499999383		1908283.0000000435
Q15166						314901.7500000111	502797.50000000023						
Q15181	1053164.8600857982	1577128.9480443576	1287436.7453864159	834983.889814168	359301.7315777166	893675.3514577324	344909.46624522266	452865.85180879215	614174.4603760355	1243487.0000000417	1271724.0517538977	517636.85111055325	798020.7094283266
Q15286		211966.81249999563								360272.90620000724	317112.4061999985		
Q15365	911399.0308319986	743296.6579112782	836680.0498303898	253265.58840932706	143305.64904374062	477303.1851021318	241288.12379112942	153239.54067947075	822771.9951594181	1163543.6939724556	1091078.149904405	295972.3441819854	1303870.6197788578
Q15437	387655.2261629655	384916.17475020274	362607.460193672			313140.0901629734	340342.48464176786		318266.9028305114	451380.28381501464	411534.0459286144		441402.06250000856
Q15631	850701.8997499038	756781.0564534435	955759.2636958092	428721.6148999998		728427.1499048987	636938.2465358513	720239.5949477623	831545.9233000999	806533.0826141966	916458.1072457258	843786.9916000356	911864.1537478637
Q15738	618834.9619237452	804315.8101745299	510897.4437685003	468744.77058382105	291232.67638823675	412965.2980549977	342169.25405757554	518192.2205755367	646706.9623396101	950936.6186614613	1070689.7067907727	559516.8428936063	983529.305190517
Q15758		810545.6875000185		690239.6249999825		716087.375000015		704400.2500000026					
Q15843		361980.56471122144	197252.66630609878								181373.45304374237	235510.27910158725	317643.2837440991
Q15907	1386777.500000012	1988918.7499999513	1691809.3749999772							1462987.500000039		1396655.8750000224	1496285.0000000286
Q16543	240232.04690000738	930484.7499999892	930753.0000000055	797554.3750000192		466581.31249999604	890444.1874999974		654215.4374999822	1205596.7499999998	1015055.5619999892	262958.81250000634	908442.8124999858
Q16651	622275.0759334303	406312.6875000033	576584.8594057247	861230.4849097199	919369.5677449487	821217.0625000008	361086.77246839285	359252.72871455376	608218.9600198767	644273.6249999867	566840.8839606817	411736.8759554335	596609.4695075538
Q16658	465635.62500001374		541144.2500000017	276957.6250000063		287832.1250000102				333606.00000000466	299585.6874999963		273096.87500000873
Q16706	627413.5152600325	538733.2639839221	380915.60577615694	644451.139086008	442215.79355638527	954639.1256216067				383541.6817923567		369001.1948823458	
Q16769	317065.59379999875	770756.4999999813								422617.9688000012			229229.07809999623
Q16851	1514042.2804859076	3494725.150270536	3432393.764208885	2549727.5626954143	893770.953512824	2514503.307775509	2510229.7468841434	746803.8301774468	2060734.3808063716	2746629.1349644475	2589557.697948255	768258.9675148353	2496591.001438804
Q16851-2	591286.3750000062	733665.812499976	829932.0624999749	586467.3750000056						794340.0000000215	453134.49999998906	353119.4687999947	
Q2I0M4	583866.0625000079	909785.6875000154		642882.249999985		886684.7499999711	1096283.5000000105		1087103.6249999611	555781.6874999861	527766.5000000055		375319.7500000083
Q2TAA5	65658.70311999957		120337.60940000134							102864.24219999905	135166.99999999764		
Q30154	196823.40620000046									1247558.0000000077	1151671.8749999602		1043359.6250000361
Q53GQ0	1097638.2899500735		1422713.131402223						900946.7613455846	1314553.3749999946	1554218.1026478286	1363221.3980007411	1174585.3228025236
Q562R1	39145415.178498514	41129417.04823393	62451951.21249301	50404162.03450924	22597264.893545903	55214111.48825418				92414899.46015221	82676273.59605138	83550412.13079832	84684353.17510252
Q58FF8		1557178.9999999553	1841678.4999999395			1092647.9999999856		1131133.9999999676	1302245.2500000426		2153121.2499999953		1766065.1249999811
Q5JU69	462018.59379998775	467026.5625000082	333201.93749999616	1108593.0000000303	616163.0625000111	932840.9999999868			650488.3750000227	331184.8749999978		191985.59380000381	
Q5R3I4										170041.01559999713	90171.60937999729		
Q5TEC6											877180.06250001	822229.1875000068	
Q68D85	584541.3764956377	748836.9613095772		1306153.9325165653	896634.3287331742	1223634.3017214087		966706.040684482	1297135.4363245869	426465.10112739744	399576.03078657517	638777.7662716904	
Q6DD88	201188.71559931184		408384.72644405							283496.9984321151	436945.437639664		298527.08562750416
Q6IAN0	300979.7499999994		362074.5624999922							517475.59379999404	494784.5624999907		
Q6IBS0						607517.7886760699				1037049.2842623409	759287.7313680882	862004.001190563	613601.0162425736
Q6NVY1			304760.00000000605							174056.98440000205	123451.66410000308		60398.22656000042
Q6PCB0	1181731.0666091032	376889.1140546069	685872.5298713846	757317.1301790478	740805.4118176161	654480.2663943885		395836.708788115	559055.7055320131	681884.9610329617	793488.688976954	606435.0301373507	757496.9584985267
Q6UWW8		916640.9375000036	724241.000000008		613057.9999999965	954546.4999999735			548099.124999989	394171.093800007			
Q6UX06	257658.32593073868		2099228.5795260402							913617.5183483574	1056479.292189542	566750.3324754525	897327.4606561197
Q6UXA7		4306172.099635283		5731799.423963306		2555388.787192998	2125043.973528939		1478577.2216608897	1571069.1674181605	1951348.8434670535		946696.6057922227
Q6WN34	4397385.741048451	4920770.532447098	3699622.4417076115	3901436.522288154	4279840.837476328	2559885.1510946834		2152617.9259252045	2548990.772465425	3567671.9999998887	3503745.500000024	1141054.6249999746	3357375.0000000326
Q6WN34-2	933363.3994060686	4338487.574685285	3405185.2702353653	6440476.999999941	3589054.4076973447	3390223.244162681	2500290.4566015364	2608635.680496625	3670084.7954107854	2789690.000000071	3597000.4793282566	2488443.638558086	3087313.7499999576
Q7KZF4	369208.4187614618	472928.2615695249	534290.3578864038	252280.00812656607		406840.80996232847	243147.30668484635	227807.56459133743	338944.2296265776	625261.1579026482	685284.4963573414	351942.9045946937	419510.80616707786
Q7L014	3925904.9999999087	831134.9374999744	2112874.750000006	1672752.0000000526	1688524.374999965	1177992.374999987	1365987.8750000014		2017620.0000000228	2272786.500000014	2516742.999999926		3814095.5000001146
Q7L2H7	316758.65619999525		356278.7812000023							340940.5625000047	245970.18749999945		288101.6250000083
Q7Z4W1	633779.858205758	739145.6165259855	457870.6953338694	371797.6150713535	84165.21782136308	709767.6428757269	137257.2837704326	487132.5701418533	672658.6500286497	537021.0076079897	471018.52037249383	359968.4959244242	443086.5457044829
Q86UL3							426380.62500001444			172559.7344000016	209142.3438000033		
Q86VM9	23741918.000000425	43693695.99999937	27624490.000000816		42581716.00000041		38356900.00000126		35558324.00000114	25902063.999999207	24211332.000000764	19596388.00000056	17176242.000000194
Q86Y38	926557.8749999902									394255.9061999996		641501.8124999786	
Q8IUE6											1018241.3120000025		748013.1875000256
Q8IVH4	11924189.999999776		13404960.000000471						12009266.99999965	10478413.00000034	9075745.99999989		10704868.000000129
Q8IZ07	186816.73440000546		161655.43749999572						123571.23439999644		198221.6718999998		141729.26559999568
Q8N335	467416.3438000067		838993.7500000162	395192.437500012		715673.4999999796				483831.53119999875	530207.9999999925		257958.95309999574
Q8N9L9		342436.71880000865	411955.15620000206	384642.5624999963		498237.21880000527			320738.156199996		363154.53120000067		
Q8N9U0	1228007.6249999967	1846161.3750000591	2444257.2500000102	1923234.0000000666	1456420.8749999725	1542991.3750000505	1590501.1249999614	1421310.9999999763	1979213.4999999984	2047614.1249999844	1811505.6250000389	1779747.1249999444	2146481.249999952
Q8NBF2		514642.84379998443	423971.12499999144			427216.81250000227			379632.71880000364		370142.06249999464		320276.2188000079
Q8NCA5	206786.48440000266	154708.1094000033	192025.64060000054							200845.89059999492	177580.95310000423		213175.50000000396
Q8NEG4		360792.43749999657	268918.4375000025	445044.53120000754						337960.40620000026	359900.6249999988		
Q8NFL0	1309574.250000033		918895.4999999994		233198.3437999966					1020749.4999999758	962148.7500000184	699958.125000021	1176031.2500000095
Q8NFU4										2461349.5000000135		2299642.999999983	2282933.999999955
Q8TAK5	612910.4375000085	479830.00000001263		518009.71879999095		396961.5937999985					539540.1249999898		
Q8TCJ2										497603.4687999855	460501.65619999496		
Q8TD17	336422.0938000026	6122346.5000002105	1563259.2499999853	3711417.000000076	861988.4374999852	5608330.999999969	1754394.6250000312	337496.5938000111	1085443.1249999627	275162.3437999997	2506284.999999964		620509.9375000094
Q8WTS1	873485.3265810633	1044732.9775069111	1083120.393237344	430226.85533438646	543232.9177931468	1118588.6102629001		1015431.3229601355	1078159.18923973	1213667.1085776617	960908.5967413306	785858.0210266704	872475.3109870479
Q8WUH6	550353.6874999878	940383.8749999924	626699.0624999822	278722.8750000023		832400.1249999732	564412.6875000054		331823.1250000081	827013.1875000043	616233.062499999		345357.87500001077
Q8WUM4	1407356.7500000126	1383420.9999999923	838031.8125000182	1463249.1249999518	672771.0624999948	1226940.0000000033			853088.8124999746	1138563.1249999756	972983.5625000303	1296901.5000000207	
Q8WUY1	1060763.3749999779					1185213.2500000338				1416359.7500000503	1375063.3750000182	1490656.3749999774	
Q92520	570074.1659896998	442860.0367413006	193800.01718559352	469179.95303262246	294439.5315650236	421530.9501018082	368004.45694757445		269733.6195336416	324413.5589224536	380862.8326914566	193803.57925130014	239969.77772286406
Q92616	68707.72656000072									120325.85940000077	96702.35155999742		146009.24999999988
Q92839	2178960.7500000386	1533077.3749999988	2267620.4999999683	1376734.8749999898	468150.74999998923	1371421.1250000317		674178.3750000182	1501521.374999981	2383316.2500000666	2220963.2500000075	1938936.7499999965	
Q92876		1561538.262696921	1821254.6260204304	2642209.9576450163	1556868.9219097644	2514327.5395354046			1152935.5910170728	1703827.304873443	1639649.8563264513		1175277.2932229706
Q92882	192201.43750000533	353959.28120000067	141170.6874999955	310369.3437999985					257666.6094000052	225773.54689999315	266905.31249999715		206674.9531000068
Q92930	1220813.1249999711	1656282.3749999925	1466424.2499999832	1596639.0000000608	769699.125000012	1380296.9999999953		1156462.1250000042	1238055.1250000203	1331148.7500000417	1318382.3749999674	1288364.3749999816	1311203.874999957
Q969H8	480583.4290863284		381542.3124999864	237719.84380000771		468728.6231663271			636233.7872310084	617694.1875000189	807451.8103058841	348168.7262621701	554282.4532180865
Q969L2	245567.9375000062										517984.7187999906	522508.6874999858	
Q969T9	2099241.000000064	2556259.4999999325	1367318.8750000075							1647777.2499999541	1578205.3749999723	1134673.3749999914	
Q969X1	1492256.4999999946	1936251.3749999737	1263306.0000000051	2284034.7499999204	1427292.4999999548	2274076.2499999194	2573951.9999999725		1652092.8749999686	1920153.2499999595	2357943.5000000475	1505161.1250000058	1548875.1249999637
Q96AG4	363071.178898606	203889.1417519268	397536.19776351325			311120.51792517136	556500.4374999946	246995.7522232429	210114.44227620846	522671.80564744363	443120.5658069659	251304.35004973545	423991.6913180229
Q96CN7			304499.37500000757							73903.46875000122			117817.00779999915
Q96CS3									233067.48439999405	370883.9061999904			388977.5311999941
Q96DA0	2452331.500000048	1132276.9084961775	2455231.00000002	1402765.952834146	1114923.760347413	2894447.3342184145	1433883.1510851476	1825212.928971194	3877363.0139394556	1404164.3349281906	1236698.826654524	692490.153514911	1390451.098639728
Q96EE4	52874.60547000156	183589.23439999938		202236.74999999392	189362.0156000054	215907.17189999868			231729.6562000068				
Q96EK6	185688.3906000041		188984.14059999352							145592.79689999906			112900.218800004
Q96FQ6	212557.98622482878	301317.65620000754	295639.75980749185	158431.8448795301		242763.70914095483	112488.61089279463		163896.7027853679	222523.5937999931	219395.40620000043	154734.15620190982	219847.65478053602
Q96FZ7	327218.78119999374		299402.46879999805						305640.7187999955	468404.03119999723	376326.93750000786	298083.0000000091	387848.0312000097
Q96HE7	196794.56277143906	250532.96994682885	351460.0598664912			292518.56730404263	261995.72294785615		256652.9677616463	370098.0052000914	470893.59379998484	427020.71880000085	320417.20191403053
Q96IU4	1151373.7499999707	840850.8457265161	764701.3750000164	491024.2072588318		495980.66169911524			1130507.2067397288	820307.4248768614	801097.1250000027	654869.1863989931	710609.7462321894
Q96KN1		824899.1875000214	934932.5000000069		328829.12500000367	591006.937500011				581081.8749999955	550892.3125000112		
Q96KP4	2474268.999999923	5799245.254937931	2049933.993411675	2902402.0000000685	650746.3985931823	2636933.7919336194	408142.0717727616	1325635.4874149198	2028748.450716753	2877835.7500000843	3110799.227939828	1133591.8442860148	2477090.6782608065
Q96LJ7	542116.5045294017	472932.87667347904	421485.7122151901	364925.93007038994		496036.4688000127	395821.0464361158	398866.62134693674	633452.5261782554	559567.2724694428	722201.3750000142	617748.5265641701	359074.4202515173
Q96MK3	901087.3125000066		1180361.6250000133	872727.3750000095									
Q96NU7										1368494.62500003			1399668.125000002
Q96QK1	271990.4062000073		199359.21818674315						100980.01987768478	312750.85568583495	286641.3437999909	240881.62659743056	301344.8860676092
Q96S86	2862621.981237183	1123331.3565396988	1322456.1921125923	1019972.302133884	2377215.769933151	1437732.0931691981	1090007.379818265	1371031.349456239	1263910.5631714053	1815258.1919524292	1781172.3629216552	2129358.2608065936	1871975.5452084185
Q96S97	903554.9375000314	626354.312500009								1660416.749999996	1004555.499999984	1481189.3750000305	
Q99436	94018.88281000065		127004.82810000096							146016.59380000376			114910.26560000337
Q99459							12514364.999999616	25078585.99999957	25177128.000000346				20939227.999999333
Q99497	549974.3147211155	764149.6351683931	660511.0079437685	391606.97746516153	209729.61221479397	628150.8733030821	224590.18181861055	695596.4155625871	696672.8570823119	727287.395434	601610.6977587908	408744.38626802224	685844.2982784834
Q99519	1199109.499999983		314280.6473782774	1529532.0366088313		1578616.9648110254	651257.1346311052	778346.8842425494	785119.5385693219	365874.3346259505	439910.670609257	369768.13377288927	324047.3952373452
Q99536	889112.7860080001	1496642.2221114729	1678802.5389373312	1665953.1826858849	739501.6239119702	2336365.706535446		1874768.8546250975	2090809.0558572335	1712697.8065957564	2319413.4886017363	1936575.0254134785	1706180.668282787
Q99538	1127495.6249999667	287325.3125000007	1351730.8750000193	1133142.8750000077	306727.781199992	901964.6249999775		871997.6249999788	997515.187499986	572758.1249999987	503051.6874999884		622335.812500022
Q99541	10363181.677157717	14924124.986912731	9936348.336519063	10507736.421382478	7831635.709495716	14824798.813472599	20052173.738147244	12849866.364503786	19416961.441399902	12860135.397132417	15359503.035237959	7088852.011653841	14184970.298422817
Q99574	1241767.6669030988	369363.980337463	1307311.1249999898	1155471.3521605937	1035621.1879999876	323815.2022736587				945062.2853613959	838224.8964786208		668475.6681299083
Q99584	1843468.8749999804	3519511.999999926	4593013.000000157							3607683.2499999916			1958666.7499999478
Q99653	165814.7401327224	482464.4088516071				378386.1801729933		328642.77032734023	640333.5802975493	291104.8946630536	240332.89073946167	423387.239980672	337705.1040328489
Q99727	1885625.9999999618	956048.8749999836	135197.26115743705	549575.0942301016	1422950.815744423	349607.5973046416	351354.12686397263		379577.692711911	974043.2500000204	874980.6294800831	933013.2500000267	784871.9414829065
Q99805								1328421.500000033	1778694.249999977				1082812.1250000054
Q99829	160727.27341550207									195138.24652831774	150216.97236835613		144232.92313953905
Q99943	245703.56250000614		450683.6249999888	173733.312500002	303215.656199997	314508.812500002		322895.87500000914	193099.81250000565	132438.2343999968			191136.76559999495
Q9BPU6										1476074.2499999888	1506984.2500000182		1739258.2499999544
Q9BR76	1090424.5361742973	1437242.4912877553	1620466.85642165	719912.8473289021	326006.5337268618	1146905.3546510807			543832.0008733945	1583043.6715843761	1500786.641779295	1057915.8279390296	855477.3275607772
Q9BRA2		2083945.8749999884								1339429.624999966	1398408.1249999653	1194822.2499999658	
Q9BRG1	322972.74999999645		363515.90620000224	307214.84379999904					382055.531199995	343050.0000000117	320961.15620000864		366543.56249999255
Q9BS26		862703.1249999845					2723653.499999988		1639897.2499999905	1336557.37499997	736413.7499999836	1945609.7500000442	
Q9BSG0	634573.3124999978	1047308.1249999722	842240.3125000179	945654.8125000077	798566.1249999899	838425.6874999773		775764.3750000101	790705.5625000171	639198.8749999839	470056.12500000664	498023.687499989	479463.5000000023
Q9BUF5	358718.11055957444			454338.7823153068		388731.986727617	418054.514269669			486987.00029032526	440210.2952159787	300242.4948628074	367707.24505142006
Q9BUL8							547872.5625000136		705857.1249999797	647084.9999999843	461106.4687999899	314950.46879998967	661000.6875000007
Q9BUP0										692345.1874999866		915368.999999977	444617.31249999924
Q9BUP3-3			62391.257810001174							48580.71875000122			31367.10155999976
Q9BVC6						641630.8749999879				1100526.1250000114	1110487.7499999935	1178908.4999999832	1219146.750000021
Q9BVJ7											344916.87500000064	427688.28120001435	
Q9BVK6	583366.9582655878	184066.8782239032	620181.6360579759			246863.33752733588	372582.6397768304		496128.6733940422	987959.4523029786	728747.7725041911		611295.2814918362
Q9BWD1	457148.15620001423		74059.30468999904						564969.9999999839	470995.8125000011			523992.84379998466
Q9BXS4	151221.09379999683		176994.43749999875	286737.6875000023						149693.18749999657	135591.21879999884		
Q9BYF1									344287.46880000614	109237.35940000144	161800.37499999933		
Q9BZQ8			395054.5625000131							186406.8438000024	207019.1718999983	201863.2344000063	
Q9GZZ9	401464.2499999962	245409.60939999286	151379.0625000017			330986.40620000893	573916.250000001						
Q9H008	223623.14059999827	585769.874999984							201544.4375000047	268500.68749999686			215930.28120000265
Q9H0E2	382193.7188000112	396448.46880000446		567270.6249999997		319727.2500000106							
Q9H0T7											292661.7500000039		320836.6562000042
